concept,arm,dev_seed,n_dev,n_train,n_val,val_auroc,best_epoch,seconds,mean_auroc,mean_accuracy,mean_tpr_at_fpr,auroc_eval_ai_dilemmas,auroc_eval_ant_hh,auroc_eval_balanced_refusal,auroc_eval_daily_dilemmas,checkpoint_kept,val_auroc_stage1,val_auroc_finetuned,finetune_best_epoch
hu_ha_dd_gptoss120b,mixed,2,121,759,72,0.9247685185185185,20,14.6,0.9246656327708136,0.893330268674634,0.21125,0.9956747404844292,0.7531744263755848,0.9718874999999999,0.9779258642232402,,,,
hu_ha_dd_gptoss120b,finetune,2,121,759,72,0.9324845679012346,1,3.5,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,stage1,0.9324845679012346,0.9124228395061729,1.0
hu_ha_dd_gptoss120b,dev_only,2,121,121,72,0.888888888888889,11,4.1,0.9327413086763118,0.8723422689971511,0.6849369747899159,0.9978373702422145,0.7748941857874805,0.9690624999999999,0.9891711786755519,,,,
hu_ha_dd_gptoss120b,mixed,2,145,783,72,0.9347993827160495,17,14.6,0.9274636023970985,0.8970454301123434,0.44889705882352937,0.9913494809688581,0.7692136333259078,0.9634,0.9858912952936277,,,,
hu_ha_dd_gptoss120b,finetune,2,145,783,72,0.9324845679012346,1,3.7,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,stage1,0.9324845679012346,0.9120370370370371,1.0
hu_ha_dd_gptoss120b,dev_only,2,145,145,72,0.896219135802469,9,4.1,0.9370461863498515,0.8766544453602336,0.6912890156062426,0.9966479238754326,0.7887057251058144,0.9724625,0.9903685964181591,,,,
hu_ha_dd_gptoss120b,mixed,2,170,808,72,0.941358024691358,30,16.7,0.9294954018432848,0.8927768719428071,0.22375,0.9957828719723184,0.7575183782579639,0.9825375,0.9821428571428571,,,,
hu_ha_dd_gptoss120b,finetune,2,170,808,72,0.9324845679012346,8,4.3,0.9164267006100508,0.8644502651806991,0.46897058823529414,0.9958910034602076,0.7355758520828692,0.9651124999999999,0.9691274468971262,stage1,0.9324845679012346,0.9197530864197531,8.0
hu_ha_dd_gptoss120b,dev_only,2,170,170,72,0.9189814814814815,27,5.1,0.9347031521542419,0.8871817831610256,0.646062424969988,0.9974048442906573,0.7646469146803297,0.9828,0.9939608496459809,,,,
hu_ha_dd_gptoss120b,mixed,2,194,832,72,0.9506172839506172,35,17.2,0.9239891552128029,0.8821710773861784,0.22,0.9991349480968857,0.7452662062820228,0.964675,0.9868804664723031,,,,
hu_ha_dd_gptoss120b,finetune,2,194,832,72,0.9567901234567902,12,5.1,0.9319027563099667,0.8871175821074698,0.2225,0.9947015570934256,0.7829137892626421,0.9646250000000001,0.9853706788837985,finetuned,0.9324845679012346,0.9567901234567902,12.0
hu_ha_dd_gptoss120b,dev_only,2,194,194,72,0.9232253086419753,8,4.8,0.944124752697549,0.8859205286592249,0.46897058823529414,0.997621107266436,0.805635999108933,0.9788125,0.9944294044148272,,,,
hu_ha_dd_gptoss120b,mixed,2,218,856,72,0.9506172839506173,18,16.0,0.9372982446288136,0.8814292321406174,0.215,1.0,0.7978391623969704,0.9705124999999999,0.9808413161182842,,,,
hu_ha_dd_gptoss120b,finetune,2,218,856,72,0.95679012345679,17,5.6,0.9429526460744988,0.8828509500815251,0.7035174069627852,0.9879974048442907,0.8045221652929383,0.987725,0.9915660141607664,finetuned,0.9324845679012346,0.95679012345679,17.0
hu_ha_dd_gptoss120b,dev_only,2,218,218,72,0.9390432098765431,18,5.4,0.9533824910974816,0.894223025030908,0.22704081632653061,0.9993512110726643,0.826464691468033,0.9914624999999999,0.9962515618492295,,,,
