concept,arm,dev_seed,n_dev,n_train,n_val,val_auroc,best_epoch,seconds,mean_auroc,mean_accuracy,mean_tpr_at_fpr,auroc_eval_ai_dilemmas,auroc_eval_ant_hh,auroc_eval_balanced_refusal,auroc_eval_daily_dilemmas,checkpoint_kept,val_auroc_stage1,val_auroc_finetuned,finetune_best_epoch
hu_ha_dd_deepseekv4pro,finetune,1,24,994,72,0.8271604938271604,1,2.6,0.831403207137904,0.6603346898460878,0.2729829469101073,0.8022275086505191,0.702494987747828,0.8826875000000001,0.9382028321532695,finetuned,0.8271604938271604,0.8271604938271604,1.0
hu_ha_dd_deepseekv4pro,dev_only,1,24,24,72,0.5246913580246914,1,2.6,0.5299186950369216,0.5,0.010051020408163264,0.49199826989619383,0.48373802628647805,0.6013,0.5426384839650146,,,,
hu_ha_dd_deepseekv4pro,mixed,1,48,1018,72,0.9097222222222222,6,16.2,0.9041519760286776,0.8267327005429037,0.3946323529411765,0.9855103806228375,0.7280017821341056,0.9328749999999999,0.9702207413577675,,,,
hu_ha_dd_deepseekv4pro,finetune,1,48,1018,72,0.8271604938271604,1,2.8,0.831403207137904,0.6603346898460878,0.2729829469101073,0.8022275086505191,0.702494987747828,0.8826875000000001,0.9382028321532695,finetuned,0.8271604938271604,0.8271604938271604,1.0
hu_ha_dd_deepseekv4pro,dev_only,1,48,48,72,0.5246913580246914,1,2.7,0.5299186950369216,0.5,0.010051020408163264,0.49199826989619383,0.48373802628647805,0.6013,0.5426384839650146,,,,
hu_ha_dd_deepseekv4pro,mixed,1,73,1043,72,0.9205246913580246,13,16.9,0.9050513444249764,0.8508179615129634,0.41551470588235295,0.9863754325259515,0.7339051013588773,0.92455,0.975374843815077,,,,
hu_ha_dd_deepseekv4pro,finetune,1,73,1043,72,0.914351851851852,8,3.0,0.9182243761633833,0.8820350266972461,0.43514705882352944,0.997621107266436,0.7676542659835154,0.9307375,0.9768846314035818,finetuned,0.8271604938271604,0.914351851851852,8.0
hu_ha_dd_deepseekv4pro,dev_only,1,73,73,72,0.857253086419753,10,3.2,0.9120674689688945,0.854550077493684,0.6528046218487396,0.9958910034602076,0.7615281799955447,0.9025125,0.9883381924198251,,,,
hu_ha_dd_deepseekv4pro,mixed,1,97,1067,72,0.9382716049382717,6,15.7,0.9218126845748906,0.8795934493200265,0.4131377551020408,0.9896193771626297,0.7728892849186901,0.9407249999999999,0.9840170762182424,,,,
hu_ha_dd_deepseekv4pro,finetune,1,97,1067,72,0.939429012345679,46,4.5,0.9294314111438936,0.8907551154790275,0.4154411764705882,0.9955666089965398,0.7963911784361772,0.9436249999999999,0.9821428571428572,finetuned,0.8271604938271604,0.939429012345679,46.0
hu_ha_dd_deepseekv4pro,dev_only,1,97,97,72,0.8769290123456791,17,3.7,0.9262458912816521,0.866100802261203,0.6573799519807924,0.9980536332179931,0.7839162396970372,0.930875,0.9921386922115785,,,,
hu_ha_dd_deepseekv4pro,mixed,1,121,1091,72,0.9359567901234568,38,22.3,0.9205223151511921,0.8652017411442189,0.4328676470588235,0.995242214532872,0.76876809979951,0.9375500000000001,0.9805289462723865,,,,
hu_ha_dd_deepseekv4pro,finetune,1,121,1091,72,0.9521604938271605,19,4.0,0.9309703013769931,0.8889635219759546,0.4477941176470588,0.9951340830449826,0.7809088883938516,0.9696,0.9782382340691379,finetuned,0.8271604938271604,0.9521604938271605,19.0
hu_ha_dd_deepseekv4pro,dev_only,1,121,121,72,0.9239969135802469,41,5.0,0.9377215683685519,0.8747745180161617,0.4602205882352941,0.9974048442906575,0.7900423256850079,0.9772875,0.9861516034985424,,,,
hu_ha_dd_deepseekv4pro,mixed,1,145,1115,72,0.9266975308641976,7,17.2,0.9205975045427067,0.868786574331225,0.19,0.996431660899654,0.7417019380708397,0.9696625,0.9745939192003331,,,,
hu_ha_dd_deepseekv4pro,finetune,1,145,1115,72,0.9602623456790124,11,4.4,0.9368283688540703,0.8959293082904805,0.43647058823529417,0.9912413494809689,0.80418801514814,0.97375,0.978134110787172,finetuned,0.8271604938271604,0.9602623456790124,11.0
hu_ha_dd_deepseekv4pro,dev_only,1,145,145,72,0.8939043209876543,8,4.1,0.9321766735291716,0.8723985191091361,0.4457908163265306,0.9987024221453288,0.7852528402762308,0.9481875,0.996563931695127,,,,
hu_ha_dd_deepseekv4pro,mixed,1,170,1140,72,0.9594907407407407,9,18.3,0.9207876844339947,0.8776591980075613,0.2175,0.9978373702422145,0.7353530853196704,0.9746374999999999,0.9753227821740942,,,,
hu_ha_dd_deepseekv4pro,finetune,1,170,1140,72,0.9606481481481481,26,5.1,0.9323690675301192,0.8947067446381538,0.4577941176470588,0.9978373702422146,0.7703274671419024,0.9837500000000001,0.9775614327363599,finetuned,0.8271604938271604,0.9606481481481481,26.0
hu_ha_dd_deepseekv4pro,dev_only,1,170,170,72,0.9382716049382717,12,4.5,0.94096840011914,0.9016401672609342,0.7008358343337335,0.9995674740484428,0.7780129204722654,0.9949875,0.9913057059558518,,,,
hu_ha_dd_deepseekv4pro,mixed,1,194,1164,72,0.9375,10,17.7,0.9249710803164805,0.8707680161616886,0.1825,0.997621107266436,0.7410336377812431,0.9772125,0.9840170762182424,,,,
