arm,vintage,seed,n_redteam_rows,dataset,auroc_pipeline,auroc_rank
gptoss120b,2,51,674,mean,0.7384745554819395,0.7398696931462613
gptoss120b,3,42,858,anthropic_harmless_refusal,0.8041500000000001,0.8043
gptoss120b,3,42,858,bbq_substitution,0.9348,0.9522
gptoss120b,3,42,858,hc_context_drift,0.7626740354979276,0.8255925178021044
gptoss120b,3,42,858,hc_contradiction,0.9131499999999999,0.91165
gptoss120b,3,42,858,mm_substitution,0.8499,0.85695
gptoss120b,3,42,858,oig_context_drift,0.5731214794345839,0.5725369327239876
gptoss120b,3,42,858,oig_omission,0.7742382271468145,0.7750076946752847
gptoss120b,3,42,858,mean,0.8017191060113323,0.814033877885911
gptoss120b,3,43,858,anthropic_harmless_refusal,0.8487,0.8487
gptoss120b,3,43,858,bbq_substitution,0.9206000000000001,0.93515
gptoss120b,3,43,858,hc_context_drift,0.7060792857902009,0.6975767881815284
gptoss120b,3,43,858,hc_contradiction,0.91305,0.91285
gptoss120b,3,43,858,mm_substitution,0.9026,0.9062
gptoss120b,3,43,858,oig_context_drift,0.6195663726219578,0.6224359655648848
gptoss120b,3,43,858,oig_omission,0.7811634349030471,0.7823945829485996
gptoss120b,3,43,858,mean,0.8131084419021724,0.8150439052421447
gptoss120b,3,44,858,anthropic_harmless_refusal,0.7967500000000001,0.7967500000000001
gptoss120b,3,44,858,bbq_substitution,0.8633500000000001,0.92015
gptoss120b,3,44,858,hc_context_drift,0.7243596556488469,0.8349984057816985
gptoss120b,3,44,858,hc_contradiction,0.90675,0.9093
gptoss120b,3,44,858,mm_substitution,0.87105,0.8782
gptoss120b,3,44,858,oig_context_drift,0.6128175151450739,0.6172813263896268
gptoss120b,3,44,858,oig_omission,0.7843951985226223,0.7940904893813481
gptoss120b,3,44,858,mean,0.7942103384737919,0.8215386030789532
gptoss120b,3,45,858,anthropic_harmless_refusal,0.8949,0.8969
gptoss120b,3,45,858,bbq_substitution,0.9162000000000001,0.9326000000000001
gptoss120b,3,45,858,hc_context_drift,0.8831969391008608,0.8865447975342757
gptoss120b,3,45,858,hc_contradiction,0.87795,0.8774000000000001
gptoss120b,3,45,858,mm_substitution,0.8778499999999999,0.88725
gptoss120b,3,45,858,oig_context_drift,0.615208842597513,0.6170687639494102
gptoss120b,3,45,858,oig_omission,0.8034779932286858,0.8056325023084026
gptoss120b,3,45,858,mean,0.838397682132437,0.8433422948274413
gptoss120b,3,46,858,anthropic_harmless_refusal,0.8489500000000001,0.8489500000000001
gptoss120b,3,46,858,bbq_substitution,0.9172,0.93725
gptoss120b,3,46,858,hc_context_drift,0.8089063662450845,0.8523753852694228
gptoss120b,3,46,858,hc_contradiction,0.9209,0.9207500000000001
gptoss120b,3,46,858,mm_substitution,0.87635,0.8883
gptoss120b,3,46,858,oig_context_drift,0.6203103411627165,0.6227016686151557
gptoss120b,3,46,858,oig_omission,0.7557710064635272,0.7583871960603263
gptoss120b,3,46,858,mean,0.821198244838761,0.8326734642778435
gptoss120b,3,47,858,anthropic_harmless_refusal,0.77125,0.7729
gptoss120b,3,47,858,bbq_substitution,0.8441,0.9222
gptoss120b,3,47,858,hc_context_drift,0.7347752152194708,0.832022531618663
gptoss120b,3,47,858,hc_contradiction,0.8981,0.9086
gptoss120b,3,47,858,mm_substitution,0.79415,0.7965
gptoss120b,3,47,858,oig_context_drift,0.5685513869699225,0.5640875757253694
gptoss120b,3,47,858,oig_omission,0.7586949830717143,0.7765466297322253
gptoss120b,3,47,858,mean,0.7670887978944438,0.796122391010894
gptoss120b,3,48,858,anthropic_harmless_refusal,0.928,0.928
gptoss120b,3,48,858,bbq_substitution,0.8721,0.9061
gptoss120b,3,48,858,hc_context_drift,0.7531618662982252,0.7674566904028058
gptoss120b,3,48,858,hc_contradiction,0.91195,0.9111
gptoss120b,3,48,858,mm_substitution,0.8602000000000001,0.87195
gptoss120b,3,48,858,oig_context_drift,0.5635030290147731,0.5560102029971304
gptoss120b,3,48,858,oig_omission,0.8070175438596492,0.8102493074792243
gptoss120b,3,48,858,mean,0.813704634167521,0.8215523144113087
gptoss120b,3,49,858,anthropic_harmless_refusal,0.7972000000000001,0.79725
gptoss120b,3,49,858,bbq_substitution,0.892,0.9294
gptoss120b,3,49,858,hc_context_drift,0.713465830587735,0.7328621532575194
gptoss120b,3,49,858,hc_contradiction,0.86025,0.85955
gptoss120b,3,49,858,mm_substitution,0.8469,0.8506
gptoss120b,3,49,858,oig_context_drift,0.5591454989903284,0.5515995323626316
gptoss120b,3,49,858,oig_omission,0.7674669128962758,0.7748538011695906
gptoss120b,3,49,858,mean,0.7766326060677626,0.7851593552556774
gptoss120b,3,50,858,anthropic_harmless_refusal,0.8377500000000001,0.8377500000000001
gptoss120b,3,50,858,bbq_substitution,0.8681,0.93685
gptoss120b,3,50,858,hc_context_drift,0.7677223934530768,0.8310128600276332
gptoss120b,3,50,858,hc_contradiction,0.8966500000000001,0.89815
gptoss120b,3,50,858,mm_substitution,0.8511500000000001,0.8563000000000001
gptoss120b,3,50,858,oig_context_drift,0.5738123073652887,0.5762036348177276
gptoss120b,3,50,858,oig_omission,0.7556171129578332,0.7528470298553401
gptoss120b,3,50,858,mean,0.7929716876823142,0.8127305035286716
gptoss120b,3,51,858,anthropic_harmless_refusal,0.7703000000000001,0.7703
gptoss120b,3,51,858,bbq_substitution,0.87965,0.9065
gptoss120b,3,51,858,hc_context_drift,0.7101179721543204,0.7069295355510681
gptoss120b,3,51,858,hc_contradiction,0.8812500000000001,0.88185
gptoss120b,3,51,858,mm_substitution,0.8504499999999999,0.8513
gptoss120b,3,51,858,oig_context_drift,0.566319481347646,0.565788075247104
gptoss120b,3,51,858,oig_omission,0.760080024622961,0.760233918128655
gptoss120b,3,51,858,mean,0.7740239254464182,0.7775573612752611
